year,FB9813,FB9802,Siple Station,FB96DML01,FB97DML04,FB97DML06,FB97DML08,FB97DML09,FB97DML10,Hercules Neve 165.4 E,Fimbulisen s100,Ekstroem B04,Plateau Remote,Bruce Plateau,ITASE-01-2,ITASE-01-5,Ritscherflya Dronning Maud Land(100年)_δ18O_Ritscherflya Core E Dronning Maud Land d18O,Law Dome (2015),ITASE-00-1,WD05A 112.125W,ITASE-02-4,EPICA Dronning Maud Land
795,,,,,,,,,,,,,-55.8347,,,,,-22.4057,,-32.92389474,,
794,,,,,,,,,,,,,-55.6173,,,,,-21.0759,,-33.20388095,,
793,,,,,,,,,,,,,-55.6136,,,,,-21.0711,,-33.60560527,,
792,,,,,,,,,,,,,-53.4654,,,,,-21.6833,,-32.47591667,,
791,,,,,,,,,,,,,-52.5874,,,,,-22.2234,,-33.35998421,,
790,,,,,,,,,,,,,-52.7299,,,,,-22.0444,,-34.56349047,,
789,,,,,,,,,,,,,-53.6628,,,,,-22.4539,,-33.56393158,,
788,,,,,,,,,,,,,-54.5106,,,,,-22.3467,,-33.46708334,,
787,,,,,,,,,,,,,-55.0183,,,,,-21.2579,,-33.43353948,,
786,,,,,,,,,,,,,-55.783,,,,,-21.5885,,-33.89707619,,
785,,,,,,,,,,,,,-56.5958,,,,,-22.3547,,-33.48,,
784,,,,,,,,,,,,,-56.8562,,,,,-21.9645,,-32.2747619,,
783,,,,,,,,,,,,,-56.3587,,,,,-22.2803,,-34.43421053,,
782,,,,,,,,,,,,,-55.0761,,,,,-23.0796,,-32.69428571,,
781,,,,,,,,,,,,,-53.6219,,,,,-22.0892,,-33.40368421,,
780,,,,,,,,,,,,,-52.3529,,,,,-20.6609,,-33.25809524,,
779,,,,,,,,,,,,,-52.0887,,,,,-21.0148,,-32.81526316,,
778,,,,,,,,,,,,,-52.2,,,,,-22.1112,,-33.30857143,,
777,,,,,,,,,,,,,-52.2713,,,,,-21.706,,-34.72210526,,
776,,,,,,,,,,,,,-52.4028,,,,,-20.7035,,-33.96142857,,
775,,,,,,,,,,,,,-52.1407,,,,,-21.0316,,-31.72842105,,
774,,,,,,,,,,,,,-51.7392,,,,,-21.907,,-32.72047619,,
773,,,,,,,,,,,,,-51.3464,,,,,-21.0188,,-33.85842105,,
772,,,,,,,,,,,,,-51.4396,,,,,-21.93,,-33.20952381,,
771,,,,,,,,,,,,,-52.1565,,,,,-22.1593,,-31.71578947,,
770,,,,,,,,,,,,,-52.4824,,,,,-22.2683,,-34.09857143,,
769,,,,,,,,,,,,,-52.7191,,,,,-22.236,,-31.69578947,,
768,,,,,,,,,,,,,-53.0681,,,,,-21.3939,,-33.56047619,,
767,,,,,,,,,,,,,-53.9113,,,,,-22.1732,,-34.54210526,,
766,,,,,,,,,,,,,-54.8349,,,,,-22.9425,,-33.41761905,,
765,,,,,,,,,,,,,-55.476,,,,,-21.5603,,-31.26789474,,
764,,,,,,,,,,,,,-55.7935,,,,,-21.8066,,-32.79238095,,
763,,,,,,,,,,,,,-55.5449,,,,,-22.5511,,-34.04421053,,
762,,,,,,,,,,,,,-54.9642,,,,,-20.7518,,-34.5752381,,
761,,,,,,,,,,,,,-54.1379,,,,,-21.0991,,-35.37631579,,
760,,,,,,,,,,,,,-53.0754,,,,,-22.4146,,-35.83142857,,
759,,,,,,,,,,,,,-53.4544,,,,,-22.5653,,-33.00157895,,
758,,,,,,,,,,,,,-54.0871,,,,,-22.7579,,-32.1447619,,
757,,,,,,,,,,,,,-54.756,,,,,-21.6124,,-32.87263158,,
756,,,,,,,,,,,,,-55.2262,,,,,-21.8663,,-31.56047619,,
755,,,,,,,,,,,,,-55.128,,,,,-21.3156,,-33.29947368,,
754,,,,,,,,,,,,,-54.6675,,,,,-20.478,,-35.66571429,,
753,,,,,,,,,,,,,-53.9762,,,,,-22.0228,,-34.20947368,,
752,,,,,,,,,,,,,-53.9021,,,,,-22.7394,,-33.01333333,,
751,,,,,,,,,,,,,-53.9777,,,,,-21.4626,,-30.53157895,,
750,,,,,,,,,,,,,-54.1004,,,,,-21.3456,,-32.63238095,,
749,,,,,,,,,,,,,-54.1592,,,,,-20.8019,,-31.67052632,,
748,,,,,,,,,,,,,-53.7913,,,,,-21.0075,,-32.22428571,,
747,,,,,,,,,,,,,-53.8174,,,,,-21.3206,,-33.04210526,,
746,,,,,,,,,,,,,-53.7288,,,,,-22.0337,,-32.46047619,,
745,,,,,,,,,,,,,-53.9346,,,,,-22.5325,,-33.14368421,,
744,,,,,,,,,,,,,-54.1745,,,,,-21.4536,,-32.85714286,,
743,,,,,,,,,,,,,-54.4126,,,,,-22.2455,,-33.68842105,,
742,,,,,,,,,,,,,-55.0841,,,,,-22.1801,,-32.77190476,,
741,,,,,,,,,,,,,-54.8561,,,,,-21.5417,,-33.99105263,,
740,,,,,,,,,,,,,-54.83,,,,,-20.9993,,-33.48190476,,
739,,,,,,,,,,,,,-54.4955,,,,,-21.7334,,-33.60894737,,
738,,,,,,,,,,,,,-53.985,,,,,-22.045,,-33.47380952,,
737,,,,,,,,,,,,,-53.7802,,,,,-20.4904,,-35.09736842,,
736,,,,,,,,,,,,,-53.8127,,,,,-22.1842,,-36.08714286,,
735,,,,,,,,,,,,,-54.5334,,,,,-22.8571,,-34.47473684,,
734,,,,,,,,,,,,,-53.8222,,,,,-22.7152,,-32.1647619,,
733,,,,,,,,,,,,,-53.3732,,,,,-22.1148,,-33.07052632,,
732,,,,,,,,,,,,,-52.9837,,,,,-22.1195,,-32.58714286,,
731,,,,,,,,,,,,,-53.5924,,,,,-21.62,,-31.59526316,,
730,,,,,,,,,,,,,-54.3476,,,,,-21.8059,,-31.62857143,,
729,,,,,,,,,,,,,-56.2025,,,,,-22.6737,,-32.79210526,,
728,,,,,,,,,,,,,-56.2626,,,,,-22.5056,,-32.74714286,,
727,,,,,,,,,,,,,-55.8662,,,,,-22.2005,,-32.61,,
726,,,,,,,,,,,,,-54.1471,,,,,-22.3494,,-32.64333333,,
725,,,,,,,,,,,,,-53.9197,,,,,-22.3761,,-32.67052632,,
724,,,,,,,,,,,,,-53.479,,,,,-21.0667,,-34.26714286,,
723,,,,,,,,,,,,,-52.7051,,,,,-22.2072,,-32.86315789,,
722,,,,,,,,,,,,,-52.1716,,,,,-22.4608,,-32.54952381,,
721,,,,,,,,,,,,,-52.0859,,,,,-22.7693,,-31.36526316,,
720,,,,,,,,,,,,,-51.9753,,,,,-23.8998,,-32.75285714,,
719,,,,,,,,,,,,,-53.4391,,,,,-22.5206,,-33.41052632,,
718,,,,,,,,,,,,,-53.8181,,,,,-21.8248,,-33.42857143,,
717,,,,,,,,,,,,,-54.7209,,,,,-20.5955,,-31.92,,
716,,,,,,,,,,,,,-54.6872,,,,,-20.4083,,-33.07142857,,
715,,,,,,,,,,,,,-54.201,,,,,-20.7894,,-33.88684211,,
714,,,,,,,,,,,,,-54.072,,,,,-21.3345,,-35.27761905,,
713,,,,,,,,,,,,,-53.2629,,,,,-21.5039,,-32.52736842,,
712,,,,,,,,,,,,,-53.101,,,,,-21.3257,,-34.48428571,,
711,,,,,,,,,,,,,-52.5786,,,,,-19.6579,,-32.81684211,,
710,,,,,,,,,,,,,-52.2156,,,,,-22.1147,,-33.47666667,,
709,,,,,,,,,,,,,-52.1096,,,,,-20.3567,,-32.79,,
708,,,,,,,,,,,,,-51.9978,,,,,-20.8034,,-32.47666667,,
707,,,,,,,,,,,,,-51.4023,,,,,-22.7173,,-34.05578947,,
706,,,,,,,,,,,,,-51.0289,,,,,-22.3669,,-34.6,,
705,,,,,,,,,,,,,-50.4465,,,,,-20.97,,-33.09526316,,
704,,,,,,,,,,,,,-50.1963,,,,,-21.2377,,-31.24619048,,
703,,,,,,,,,,,,,-50.2442,,,,,-21.9706,,-32.94263158,,
702,,,,,,,,,,,,,-50.6601,,,,,-21.003,,-31.79047619,,
701,,,,,,,,,,,,,-51.8636,,,,,-20.9938,,-33.56578947,,
700,,,,,,,,,,,,,-53.0079,,,,,-21.0209,,-35.03095238,,
699,,,,,,,,,,,,,-53.8974,,,,,-22.2064,,-33.47736842,,
698,,,,,,,,,,,,,-54.6403,,,,,-21.3272,,-33.5852381,,
697,,,,,,,,,,,,,-54.5014,,,,,-21.2581,,-33.74736842,,
696,,,,,,,,,,,,,-54.3344,,,,,-21.5342,,-34.5752381,,
695,,,,,,,,,,,,,-54.3245,,,,,-21.8399,,-34.71631579,,
694,,,,,,,,,,,,,-54.2593,,,,,-22.222,,-34.9647619,,
693,,,,,,,,,,,,,-54.0089,,,,,-22.9946,,-34.14842105,,
692,,,,,,,,,,,,,-53.259,,,,,-21.6098,,-33.31571429,,
691,,,,,,,,,,,,,-52.4459,,,,,-21.4882,,-33.27210526,,
690,,,,,,,,,,,,,-52.0418,,,,,-20.9877,,-33.6552381,,
689,,,,,,,,,,,,,-51.7516,,,,,-21.0461,,-33.46736842,,
688,,,,,,,,,,,,,-51.6525,,,,,-20.1588,,-33.13619048,,
687,,,,,,,,,,,,,-52.382,,,,,-21.5892,,-32.84157895,,
686,,,,,,,,,,,,,-53.178,,,,,-22.0046,,-33.59190476,,
685,,,,,,,,,,,,,-53.7857,,,,,-22.3795,,-33.56052632,,
684,,,,,,,,,,,,,-54.3805,,,,,-22.8837,,-31.84380952,,
683,,,,,,,,,,,,,-54.3821,,,,,-23.8947,,-32.74631579,,
682,,,,,,,,,,,,,-52.9974,,,,,-20.987,,-32.76142857,,
681,,,,,,,,,,,,,-52.3782,,,,,-20.9476,,-33.28157895,,
680,,,,,,,,,,,,,-51.2635,,,,,-22.3726,,-34.38238095,,
679,,,,,,,,,,,,,-51.6546,,,,,-21.3874,,-33.45894737,,
678,,,,,,,,,,,,,-52.2232,,,,,-23.4661,,-32.13333333,,
677,,,,,,,,,,,,,-52.6029,,,,,-20.9666,,-31.34526316,,
676,,,,,,,,,,,,,-53.0256,,,,,-22.1828,,-30.97428571,,
675,,,,,,,,,,,,,-53.0587,,,,,-22.3597,,-32.10789474,,
674,,,,,,,,,,,,,-53.0541,,,,,-22.0724,,-32.39095238,,
673,,,,,,,,,,,,,-53.3749,,,,,-21.9609,,-33.29526316,,
672,,,,,,,,,,,,,-53.9186,,,,,-22.4456,,-31.2947619,,
671,,,,,,,,,,,,,-54.5019,,,,,-22.7932,,-34.05947368,,
670,,,,,,,,,,,,,-54.7397,,,,,-22.5535,,-32.71952381,,
669,,,,,,,,,,,,,-54.5026,,,,,-22.1975,,-33.94842105,,
668,,,,,,,,,,,,,-53.8617,,,,,-23.2619,,-34.34809524,,
667,,,,,,,,,,,,,-53.4483,,,,,-22.1249,,-32.95736842,,
666,,,,,,,,,,,,,-53.4769,,,,,-22.2887,,-32.29761905,,
665,,,,,,,,,,,,,-53.56,,,,,-21.6387,,-32.57578947,,
664,,,,,,,,,,,,,-53.3596,,,,,-21.4516,,-32.87095238,,
663,,,,,,,,,,,,,-52.6857,,,,,-21.513,,-34.00421053,,
662,,,,,,,,,,,,,-52.2063,,,,,-21.2598,,-32.43238095,,
661,,,,,,,,,,,,,-51.9004,,,,,-21.8564,,-33.49684211,,
660,,,,,,,,,,,,,-51.9344,,,,,-21.5982,,-34.18904762,,
659,,,,,,,,,,,,,-52.6457,,,,,-22.8379,,-33.7,,
658,,,,,,,,,,,,,-53.5949,,,,,-23.0774,,-33.71047619,,
657,,,,,,,,,,,,,-54.281,,,,,-22.6328,,-32.79526316,,
656,,,,,,,,,,,,,-54.5182,,,,,-22.6419,,-33.01619048,,
655,,,,,,,,,,,,,-54.84,,,,,-21.5104,,-33.34368421,,
654,,,,,,,,,,,,,-55.5442,,,,,-21.179,,-33.50428571,,
653,,,,,,,,,,,,,-56.2674,,,,,-21.5876,,-33.54368421,,
652,,,,,,,,,,,,,-56.42,,,,,-22.3716,,-33.53761905,,
651,,,,,,,,,,,,,-56.2727,,,,,-23.197,,-32.92684211,,
650,,,,,,,,,,,,,-55.6541,,,,,-22.3617,,-33.13761905,,
649,,,,,,,,,,,,,-54.3402,,,,,-23.2424,,-34.18842105,,
648,,,,,,,,,,,,,-53.985,,,,,-21.9531,,-33.77666667,,
647,,,,,,,,,,,,,-53.6816,,,,,-20.9356,,-32.24842105,,
646,,,,,,,,,,,,,-53.6535,,,,,-21.3389,,-34.36142857,,
645,,,,,,,,,,,,,-53.7687,,,,,-22.6991,,-32.96789474,,
644,,,,,,,,,,,,,-53.505,,,,,-21.6439,,-32.85285714,,
643,,,,,,,,,,,,,-52.7504,,,,,-20.5267,,-34.64263158,,
642,,,,,,,,,,,,,-52.17,,,,,-22.4609,,-34.26952381,,
641,,,,,,,,,,,,,-52.1027,,,,,-22.3487,,-33.09578947,,
640,,,,,,,,,,,,,-52.4964,,,,,-21.697,,-33.17904762,,
639,,,,,,,,,,,,,-53.2823,,,,,-22.8167,,-34.31894737,,
638,,,,,,,,,,,,,-53.7725,,,,,-21.824,,-33.98285714,,
637,,,,,,,,,,,,,-53.8844,,,,,-21.7865,,-34.19052632,,
636,,,,,,,,,,,,,-54.1378,,,,,-20.5988,,-33.17619048,,
635,,,,,,,,,,,,,-54.8488,,,,,-22.9537,,-34.44736842,,
634,,,,,,,,,,,,,-55.2446,,,,,-23.5682,,-34.00428571,,
633,,,,,,,,,,,,,-55.5897,,,,,-22.1721,,-32.67789474,,
632,,,,,,,,,,,,,-55.4557,,,,,-21.7521,,-33.14857143,,
631,,,,,,,,,,,,,-55.1591,,,,,-22.5012,,-33.69,,
630,,,,,,,,,,,,,-54.7061,,,,,-22.3313,,-31.52761905,,
629,,,,,,,,,,,,,-54.4813,,,,,-21.4603,,-32.31894737,,
628,,,,,,,,,,,,,-54.679,,,,,-21.4018,,-31.64095238,,
627,,,,,,,,,,,,,-54.8428,,,,,-21.4625,,-32.06736842,,
626,,,,,,,,,,,,,-54.6593,,,,,-22.154,,-32.57047619,,
625,,,,,,,,,,,,,-54.88,,,,,-21.4942,,-33.46473684,,
624,,,,,,,,,,,,,-54.4883,,,,,-22.2619,,-35.14571429,,
623,,,,,,,,,,,,,-53.9143,,,,,-22.1368,,-33.83368421,,
622,,,,,,,,,,,,,-53.1411,,,,,-23.6121,,-33.05857143,,
621,,,,,,,,,,,,,-51.92,,,,,-21.6958,,-31.92421053,,
620,,,,,,,,,,,,,-51.1438,,,,,-23.2958,,-32.32809524,,
619,,,,,,,,,,,,,-50.0167,,,,,-23.1051,,-30.81947368,,
618,,,,,,,,,,,,,-49.2422,,,,,-20.904,,-34.39285714,,
617,,,,,,,,,,,,,-49.2549,,,,,-20.7292,,-32.95684211,,
616,,,,,,,,,,,,,-50.241,,,,,-22.0542,,-30.97190476,,
615,,,,,,,,,,,,,-51.6101,,,,,-22.9218,,-33.29526316,,
614,,,,,,,,,,,,,-52.8553,,,,,-21.5402,,-32.0447619,,
613,,,,,,,,,,,,,-53.7409,,,,,-22.777,,-33.83368421,,
612,,,,,,,,,,,,,-54.4405,,,,,-23.1274,,-32.39,,
611,,,,,,,,,,,,,-55.0772,,,,,-22.6858,,-33.25315789,,
610,,,,,,,,,,,,,-55.6494,,,,,-22.5791,,-30.90904762,,
609,,,,,,,,,,,,,-55.8798,,,,,-22.0722,,-31.84526316,,
608,,,,,,,,,,,,,-55.7142,,,,,-21.1059,,-31.71047619,,
607,,,,,,,,,,,,,-55.4992,,,,,-21.9431,,-33.59157895,,
606,,,,,,,,,,,,,-55.2979,,,,,-22.3903,,-30.37238095,,
605,,,,,,,,,,,,,-55.2662,,,,,-20.8452,,-31.93947368,,
604,,,,,,,,,,,,,-54.9219,,,,,-22.5655,,-31.79714286,,
603,,,,,,,,,,,,,-55.0299,,,,,-22.9635,,-32.11052632,,
602,,,,,,,,,,,,,-55.2475,,,,,-22.8524,,-31.69428571,,
601,,,,,,,,,,,,,-55.0913,,,,,-20.6455,,-32.85684211,,
600,,,,,,,,,,,,,-54.5378,,,,,-21.8573,,-33.09095238,,
599,,,,,,,,,,,,,-52.8666,,,,,-23.4181,,-32.73210526,,
598,,,,,,,,,,,,,-52.0672,,,,,-22.7931,,-32.90095238,,
597,,,,,,,,,,,,,-51.9853,,,,,-21.5943,,-33.58315789,,
596,,,,,,,,,,,,,-52.5117,,,,,-21.3415,,-35.49428571,,
595,,,,,,,,,,,,,-52.6344,,,,,-20.865,,-32.75263158,,
594,,,,,,,,,,,,,-52.169,,,,,-21.9676,,-32.80333333,,
593,,,,,,,,,,,,,-51.8647,,,,,-22.912,,-32.70578947,,
592,,,,,,,,,,,,,-52.1082,,,,,-21.3533,,-33.58142857,,
591,,,,,,,,,,,,,-52.4061,,,,,-22.6235,,-33.57052632,,
590,,,,,,,,,,,,,-51.8863,,,,,-20.5763,,-32.59904762,,
589,,,,,,,,,,,,,-51.0805,,,,,-21.3435,,-33.80157895,,
588,,,,,,,,,,,,,-50.4784,,,,,-21.5069,,-34.76142857,,
587,,,,,,,,,,,,,-50.9078,,,,,-22.0918,,-34.12421053,,
586,,,,,,,,,,,,,-51.9905,,,,,-22.3731,,-33.51761905,,
585,,,,,,,,,,,,,-53.2636,,,,,-20.7864,,-33.51,,
584,,,,,,,,,,,,,-54.1876,,,,,-21.0955,,-33.05190476,,
583,,,,,,,,,,,,,-54.516,,,,,-23.7023,,-33.58947368,,
582,,,,,,,,,,,,,-54.3259,,,,,-23.2966,,-33.7247619,,
581,,,,,,,,,,,,,-54.0554,,,,,-21.6613,,-35.75368421,,
580,,,,,,,,,,,,,-53.5745,,,,,-22.5062,,-35.0747619,,
579,,,,,,,,,,,,,-53.1202,,,,,-22.2711,,-33.84052632,,
578,,,,,,,,,,,,,-53.2334,,,,,-22.1901,,-33.12809524,,
577,,,,,,,,,,,,,-53.798,,,,,-22.412,,-33.26052632,,
576,,,,,,,,,,,,,-53.8649,,,,,-21.0583,,-33.83857143,,
575,,,,,,,,,,,,,-54.1515,,,,,-21.8869,,-31.82052632,,
574,,,,,,,,,,,,,-53.5286,,,,,-22.1241,,-32.61952381,,
573,,,,,,,,,,,,,-52.7627,,,,,-21.0086,,-32.90473684,,
572,,,,,,,,,,,,,-52.3923,,,,,-21.7726,,-33.11714286,,
571,,,,,,,,,,,,,-52.5872,,,,,-21.1135,,-33.40421053,,
570,,,,,,,,,,,,,-52.9938,,,,,-21.6025,,-35.18095238,,
569,,,,,,,,,,,,,-53.4413,,,,,-23.1561,,-32.72052632,,
568,,,,,,,,,,,,,-53.7147,,,,,-23.7366,,-32.12857143,,
567,,,,,,,,,,,,,-53.7947,,,,,-23.3761,,-32.36842105,,
566,,,,,,,,,,,,,-53.2408,,,,,-23.6055,,-32.42428571,,
565,,,,,,,,,,,,,-54.1517,,,,,-22.456,,-35.20263158,,
564,,,,,,,,,,,,,-54.3409,,,,,-22.6711,,-33.85714286,,
563,,,,,,,,,,,,,-53.7226,,,,,-21.0031,,-33.48473684,,
562,,,,,,,,,,,,,-53.0689,,,,,-21.8798,,-33.49380952,,
561,,,,,,,,,,,,,-52.1144,,,,,-23.5548,,-33.34684211,,
560,,,,,,,,,,,,,-52.1497,,,,,-21.3157,,-33.76619048,,
559,,,,,,,,,,,,,-51.6714,,,,,-20.8983,,-33.52684211,,
558,,,,,,,,,,,,,-50.8759,,,,,-21.4242,,-32.98428571,,
557,,,,,,,,,,,,,-50.605,,,,,-22.231,,-33.12842105,,
556,,,,,,,,,,,,,-50.8501,,,,,-20.1591,,-32.78190476,,
555,,,,,,,,,,,,,-53.6717,,,,,-22.6085,,-31.76263158,,
554,,,,,,,,,,,,,-52.8014,,,,,-22.7295,,-32.74619048,,
553,,,,,,,,,,,,,-51.8782,,,,,-19.8714,,-32.93157895,,
552,,,,,,,,,,,,,-52.4796,,,,,-21.6384,,-33.06666667,,
551,,,,,,,,,,,,,-53.1282,,,,,-21.2971,,-33.57052632,,
550,,,,,,,,,,,,,-53.8114,,,,,-21.8703,,-32.56047619,,
549,,,,,,,,,,,,,-54.3106,,,,,-22.027,,-33.27947368,,
548,,,,,,,,,,,,,-54.7838,,,,,-21.4215,,-32.03095238,,
547,,,,,,,,,,,,,-54.6265,,,,,-21.9477,,-32.85789474,,
546,,,,,,,,,,,,,-54.4041,,,,,-22.1956,,-32.48333333,,
545,,,,,,,,,,,,,-54.1723,,,,,-20.8346,,-33.76421053,,
544,,,,,,,,,,,,,-53.9619,,,,,-21.5418,,-31.7947619,,
543,,,,,,,,,,,,,-53.5223,,,,,-21.4738,,-33.09578947,,
542,,,,,,,,,,,,,-53.0021,,,,,-22.8064,,-33.59,,
541,,,,,,,,,,,,,-52.6376,,,,,-21.2607,,-31.44526316,,
540,,,,,,,,,,,,,-52.3842,,,,,-20.7816,,-31.7447619,,
539,,,,,,,,,,,,,-52.2535,,,,,-22.4353,,-33.62736842,,
538,,,,,,,,,,,,,-52.1307,,,,,-21.6924,,-33.76761905,,
537,,,,,,,,,,,,,-52.1685,,,,,-21.4457,,-33.40210526,,
536,,,,,,,,,,,,,-53.1997,,,,,-21.952,,-33.32142857,,
535,,,,,,,,,,,,,-53.0992,,,,,-21.6852,,-32.21052632,,
534,,,,,,,,,,,,,-52.7761,,,,,-23.018,,-29.9847619,,
533,,,,,,,,,,,,,-52.3847,,,,,-22.4463,,-33.92684211,,
532,,,,,,,,,,,,,-52.5415,,,,,-22.7713,,-33.81238095,,
531,,,,,,,,,,,,,-53.5048,,,,,-21.9985,,-33.11789474,,
530,,,,,,,,,,,,,-54.1448,,,,,-21.5531,,-34.11380952,,
529,,,,,,,,,,,,,-54.3226,,,,,-21.4886,,-32.50157895,,
528,,,,,,,,,,,,,-53.9651,,,,,-23.6481,,-32.93285714,,
527,,,,,,,,,,,,,-53.611,,,,,-23.8303,,-34.52947368,,
526,,,,,,,,,,,,,-52.9997,,,,,-21.4143,,-33.95952381,,
525,,,,,,,,,,,,,-52.3927,,,,,-21.4679,,-33.09526316,,
524,,,,,,,,,,,,,-52.4102,,,,,-23.9975,,-30.59761905,,
523,,,,,,,,,,,,,-52.5544,,,,,-21.8776,,-33.19947368,,
522,,,,,,,,,,,,,-51.9013,,,,,-22.2897,,-32.52571429,,
521,,,,,,,,,,,,,-51.3635,,,,,-21.595,,-32.58315789,,
520,,,,,,,,,,,,,-50.9356,,,,,-21.9367,,-32.16285714,,
519,,,,,,,,,,,,,-51.0984,,,,,-21.8613,,-32.22315789,,
518,,,,,,,,,,,,,-51.5952,,,,,-22.4164,,-32.30095238,,
517,,,,,,,,,,,,,-52.092,,,,,-22.2893,,-31.25947368,,
516,,,,,,,,,,,,,-52.9975,,,,,-21.2483,,-32.15809524,,
515,,,,,,,,,,,,,-53.6486,,,,,-21.823,,-32.56894737,,
514,,,,,,,,,,,,,-53.2618,,,,,-22.7581,,-33.58238095,,
513,,,,,,,,,,,,,-52.5858,,,,,-22.7834,,-32.99315789,,
512,,,,,,,,,,,,,-52.1564,,,,,-22.1955,,-33.25428571,,
511,,,,,,,,,,,,,-52.4428,,,,,-22.1427,,-33.58105263,,
510,,,,,,,,,,,,,-53.1497,,,,,-21.9475,,-33.64380952,,
509,,,,,,,,,,,,,-53.8903,,,,,-21.316,,-33.49315789,,
508,,,,,,,,,,,,,-53.4655,,,,,-22.2682,,-33.51428571,,
507,,,,,,,,,,,,,-53.0442,,,,,-21.9166,,-34.34421053,,
506,,,,,,,,,,,,,-52.5918,,,,,-22.5941,,-33.31333333,,
505,,,,,,,,,,,,,-52.073,,,,,-21.244,,-31.90842105,,
504,,,,,,,,,,,,,-52.6639,,,,,-22.0503,,-32.76904762,,
503,,,,,,,,,,,,,-53.1438,,,,,-22.412,,-33.36473684,,
502,,,,,,,,,,,,,-53.638,,,,,-22.398,,-32.31571429,,
501,,,,,,,,,,,,,-53.962,,,,,-21.0376,,-32.99,,
500,,,,,,,,,,,,,-53.887,,,,,-21.791,,-33.53904762,,
499,,,,,,,,,,,,,-54.6709,,,,,-21.8242,,-32.33526316,,
498,,,,,,,,,,,,,-55.0155,,,,,-22.2348,,-33.5052381,,
497,,,,,,,,,,,,,-55.2477,,,,,-21.2769,,-33.03263158,,
496,,,,,,,,,,,,,-54.9848,,,,,-20.4252,,-32.25428571,,
495,,,,,,,,,,,,,-54.466,,,,,-23.4558,,-32.77947368,,
494,,,,,,,,,,,,,-53.9473,,,,,-22.2311,,-33.77095238,,
493,,,,,,,,,,,,,-53.733,,,,,-22.6941,,-33.74421053,,
492,,,,,,,,,,,,,-53.9326,,,,,-21.5782,,-32.98857143,,
491,,,,,,,,,,,,,-54.3217,,,,,-21.4571,,-32.98368421,,
490,,,,,,,,,,,,,-54.616,,,,,-20.7965,,-32.17190476,,
489,,,,,,,,,,,,,-54.8901,,,,,-22.4347,,-32.63263158,,
488,,,,,,,,,,,,,-55.105,,,,,-21.6368,,-32.41238095,,
487,,,,,,,,,,,,,-54.6687,,,,,-22.1765,,-34.09842105,,
486,,,,,,,,,,,,,-54.5694,,,,,-21.7355,,-33.25428571,,
485,,,,,,,,,,,,,-54.2449,,,,,-22.0646,,-32.02052632,,
484,,,,,,,,,,,,,-54.08,,,,,-21.0237,,-33.02047619,,
483,,,,,,,,,,,,,-54.1027,,,,,-21.1004,,-33.13842105,,
482,,,,,,,,,,,,,-53.9968,,,,,-20.8468,,-34.11,,
481,,,,,,,,,,,,,-54.3609,,,,,-22.1432,,-33.16578947,,
480,,,,,,,,,,,,,-54.1422,,,,,-22.3517,,-32.03809524,,
479,,,,,,,,,,,,,-53.8822,,,,,-21.3998,,-32.02473684,,
478,,,,,,,,,,,,,-53.5947,,,,,-21.7445,,-34.41285714,,
477,,,,,,,,,,,,,-53.3092,,,,,-22.6437,,-34.04,,
476,,,,,,,,,,,,,-52.7079,,,,,-22.4702,,-32.28047619,,
475,,,,,,,,,,,,,-52.283,,,,,-22.1495,,-34.16631579,,
474,,,,,,,,,,,,,-52.1231,,,,,-21.9963,,-33.98333333,,
473,,,,,,,,,,,,,-52.1244,,,,,-22.0934,,-34.15842105,,
472,,,,,,,,,,,,,-52.2637,,,,,-21.9015,,-33.64095238,,
471,,,,,,,,,,,,,-52.4444,,,,,-22.3689,,-34.33631579,,
470,,,,,,,,,,,,,-52.5437,,,,,-23.1221,,-34.66190476,,
469,,,,,,,,,,,,,-52.3208,,,,,-22.2076,,-32.40736842,,
468,,,,,,,,,,,,,-52.3284,,,,,-21.8809,,-31.34666667,,
467,,,,,,,,,,,,,-52.2482,,,,,-21.8822,,-31.72631579,,
466,,,,,,,,,,,,,-52.1454,,,,,-22.1452,,-31.99904762,,
465,,,,,,,,,,,,,-52.4996,,,,,-22.1368,,-33.00842105,,
464,,,,,,,,,,,,,-52.2996,,,,,-21.5463,,-34.05809524,,
463,,,,,,,,,,,,,-52.0009,,,,,-21.6864,,-33.28894737,,
462,,,,,,,,,,,,,-50.9102,,,,,-22.777,,-31.90666667,,
461,,,,,,,,,,,,,-51.1359,,,,,-22.1004,,-31.33052632,,
460,,,,,,,,,,,,,-51.7269,,,,,-22.1778,,-31.43238095,,
459,,,,,,,,,,,,,-51.9691,,,,,-22.4261,,-32.15157895,,
458,,,,,,,,,,,,,-52.0561,,,,,-21.7246,,-31.32809524,,
457,,,,,,,,,,,,,-51.5094,,,,,-21.9817,,-33.50421053,,
456,,,,,,,,,,,,,-50.6558,,,,,-24.004,,-32.34238095,,
455,,,,,,,,,,,,,-50.7906,,,,,-22.8563,,-32.22210526,,
454,,,,,,,,,,,,,-50.9359,,,,,-22.5276,,-33.61952381,,
453,,,,,,,,,,,,,-50.9996,,,,,-22.0205,,-34.95631579,,
452,,,,,,,,,,,,,-50.6781,,,,,-20.5627,,-32.24047619,,
451,,,,,,,,,,,,,-50.17,,,,,-22.0861,,-32.33263158,,
450,,,,,,,,,,,,,-49.4117,,,,,-21.5021,,-34.26142857,,
